0,0000825000
0,0000012000
0,0000012000
0,0000013000
0,0000972000
0,0000011000
0,0000009000
0,0000010000
0,0000009000
0,0000009000
0,0000009000
0,0000010000
0,0000008000
0,0000009000
0,0000009000
0,0000010000
0,0000010000
0,0000010000
0,0000010000
0,0000009000
0,0000009000
0,0000009000
0,0000013000
0,0000020000
0,0000006000
0,0000008000
0,0000016000
0,0000012000
0,0000006000
0,0000006000
0,0000007000
0,0000006000
0,0000005000
0,0000005000
0,0000005000
0,0000005000
0,0000007000
0,0000006000
0,0000005000
0,0000005000
0,0000006000
0,0000005000
0,0000005000
0,0000005000
0,0000006000
0,0000006000
0,0000005000
0,0000016000
0,0000009000
0,0000007000
0,0000006000
0,0000005000
0,0000007000
0,0000006000
0,0000006000
0,0000018000
0,0000007000
0,0000012000
0,0000009000
0,0000011000
0,0000007000
0,0000006000
0,0000008000
0,0000006000
0,0000005000
0,0000005000
0,0000007000
0,0000006000
0,0000005000
0,0000006000
0,0000005000
0,0000006000
0,0000006000
0,0000014000
0,0000005000
0,0000008000
0,0000005000
0,0000005000
0,0000006000
0,0000006000
0,0000005000
0,0000005000
0,0000005000
0,0000006000
0,0000005000
0,0000005000
0,0000005000
0,0000005000
0,0000005000
0,0000005000
0,0000006000
0,0000005000
0,0000005000
0,0000070000
0,0000006000
0,0000025000
0,0000005000
0,0000013000
0,0000005000
0,0000005000
