0,0000293000
0,0000012000
0,0000009000
0,0000008000
0,0000009000
0,0000011000
0,0000009000
0,0000010000
0,0000010000
0,0000012000
0,0000010000
0,0000009000
0,0000009000
0,0000010000
0,0000009000
0,0000009000
0,0000009000
0,0000011000
0,0000009000
0,0000008000
0,0000014000
0,0000010000
0,0000010000
0,0000009000
0,0000009000
0,0000010000
0,0000009000
0,0000008000
0,0000009000
0,0000010000
0,0000009000
0,0000009000
0,0000010000
0,0000010000
0,0000008000
0,0000012000
0,0000008000
0,0000009000
0,0000008000
0,0000009000
0,0000009000
0,0000009000
0,0000011000
0,0000009000
0,0000009000
0,0000009000
0,0000009000
0,0000009000
0,0000009000
0,0000010000
0,0000011000
0,0000010000
0,0000008000
0,0000008000
0,0000009000
0,0000009000
0,0000008000
0,0000009000
0,0000012000
0,0000011000
0,0000015000
0,0000009000
0,0000009000
0,0000009000
0,0000009000
0,0000009000
0,0000011000
0,0000009000
0,0000009000
0,0000010000
0,0000009000
0,0000009000
0,0000009000
0,0000009000
0,0000009000
0,0000009000
0,0000009000
0,0000008000
0,0000009000
0,0000009000
0,0000008000
0,0000008000
0,0000010000
0,0000008000
0,0000009000
0,0000009000
0,0000009000
0,0000009000
0,0000009000
0,0000009000
0,0000011000
0,0000009000
0,0000009000
0,0000009000
0,0000010000
0,0000008000
0,0000009000
0,0000009000
0,0000008000
0,0000008000
